link,headline,datetime_posted,content,scraped_at,analysis_result
https://www.ndtv.com/world-news/prince-harry-wants-reconciliation-with-royal-family-but-king-charles-wont-speak-to-him-8318180#pfrom=home-ndtvworld_world_top_scroll,"Prince Harry Wants Reconciliation With Royal Family, But King Charles ""Won't Speak"" To Him","Sat, 03 May 2025 10:16:27 +0530","Britain's Prince Harry has revealed that his father, King Charles, ""won't speak"" to him and that he cannot imagine bringing his family back to the UK after losing a court case over his security arrangement. In an interview with theBBC, the Duke of Sussex said that he would ""love"" to repair the rift with his family, which he said had broken down over the security issue. ""There have been so many disagreements between myself and some of my family,"" Prince Harry said, but he added that he had now ""forgiven"" them.
""I would love reconciliation with my family. There's no point continuing to fight any more, life is precious,"" said Prince Harry, who said the dispute over his security had ""always been the sticking point,"" per theBBC.
""I don't know how much longer my father has,"" he added. ""He won't speak to me because of this security stuff, but it would be nice to reconcile.""
Notably, the British government downgraded the Duke's security in 2020 after he and Meghan stepped down as senior royals. On Friday, he lost a court case over his security arrangements.
Saying that he felt ""let down"", Harry described his court defeat as a ""good old-fashioned establishment stitch-up"". He also blamed the Royal Household for influencing the decision to reduce his security.
Speaking about the court ruling, Harry said, ""I'm devastated - not so much as devastated with the loss that I am about the people behind the decision, feeling as though this is okay."" He also stated that the decision to remove his security entitlement impacts him ""every single day"" and has left him in a position where he can only safely return to the UK if invited by the Royal Family, as he would get sufficient security in those circumstances.
""I can't see a world in which I would bring my wife and children back to the UK at this point,"" he told theBBCafter the court defeat.
Also Read |Donald Trump, Grandson Theo Recreate John F Kennedy's Iconic White House Photo
Reacting to Prince Harry's interview, Buckingham Palace issued a rare statement. ""All of these issues have been examined repeatedly and meticulously by the courts, with the same conclusion reached on each occasion,"" the Royal Palace told the outlet.
On the other hand, the legal team behind the ruling said it would not be appropriate for Harry to have the publicly-paid-for security since shirking his royal duties.
Harry's wife Meghan Markle, and their children, Archie and Lilibet, have not been to the UK since the Prince left the Royal Family for Los Angeles in 2020.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-03 14:55:46,Positive
https://www.ndtv.com/world-news/how-uss-central-intelligence-agency-cia-is-trying-to-recruit-chinese-officials-8318081#pfrom=home-ndtvworld_world_top_scroll,How US's Central Intelligence Agency Is Trying To Recruit Chinese Officials,"Sat, 03 May 2025 10:13:49 +0530","The US's Central Intelligence Agency (CIA) has released two cinematic recruitment videos in a step aimed at deepening its intelligence reach inside China. The videos, which are just over two minutes long and are presented in Mandarin with Chinese subtitles, represent a major shift in the CIA's approach to hiring officials in China.
The US views China as its main military and strategic adversary.
One of the videos portrays the internal turmoil of a high-ranking Chinese Communist Party official. The video shows the official is haunted by the growing unpredictability of Chinese President Xi Jinping's sweeping anti-corruption drive.
“As I rise within the party, I watch those above me being discarded like worn-out shoes, but now I realise that my fate was just as precarious as theirs,” the narrator reflects, accompanied by visuals of surveillance and hushed anxiety.
The other video is about a young government employee disillusioned by the stark gap between the party's promises and the lived reality of common citizens. The protagonist toils through bureaucratic drudgery and late nights, only to return to a cramped apartment shared with his parents.
“From a young age, the party taught us that as long as we diligently followed the path laid out by our leaders, we would have a bright future,” the narrator laments.
Both narratives culminate with the characters reaching out to the CIA through its secure online platform — an invitation introduced by the agency last year through a simple text video. That previous effort provided step-by-step instructions in Chinese for contacting the agency. It formed part of a broader campaign to gather intelligence from hard-to-penetrate countries like China, Iran and North Korea.
Both videos can be found on YouTube and are titled in Chinese. One is called, “Why I contacted the CIA: to take control of my fate,” and the other is titled, “Why I contacted the CIA: for a better life.”
Watch the videos here:
These videos reflect a more aggressive push in CIA's outreach initiatives. It shows the agency's conviction that, in spite of strict internet regulations, its messaging is effectively reaching audiences within China.
“If it weren't working, we wouldn't be making more videos,”Reutersquoted a CIA official as saying.
The official said that the US was not just interested in counterintelligence, but was also seeking information on advanced science, military and cyber technology, valuable economic data, and China's foreign policy secrets.
China has not officially responded to the campaign.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-03 14:55:48,Positive
https://www.ndtv.com/world-news/watch-25-meter-deep-crater-at-israels-biggest-airport-after-houthi-missile-strike-8327609#pfrom=home-ndtvworld_world_top_scroll,Watch: 25-Meter-Deep Crater At Israel's Biggest Airport After Houthi Missile Strike,"Sun, 04 May 2025 16:52:30 +0530","A ballistic missile fired by Yemen's Houthi rebels towards Israel on Sunday landed just 75 meters from Terminal 3 of Ben Gurion Airport outside Tel Aviv-- the country's biggest international airport. The missile reportedly bypassed four layers of air defence and hit a grove adjacent to an access road within the airport's perimeter--one of the country's most sensitive zones-- creating a 25-meter deep crater.
Israel Defence Forces (IDF) said their several attempts to intercept the missile failed before it landed near the airport, sending a plume of smoke into the air. However, a direct hit on terminal infrastructure was averted, yet it caused panic among passengers in the terminal building.
At least eight people were injured in the attack, Magen David Adom (MDA), Israel's national emergency service, said.
The military released a video of the aftermath of the strike showing officers standing at the edge of a crater in an orchard, with the airport's control tower visible in the distance.
🚨 The crater that opened in the orchard near Ben Gurion Airport - following the middle hithttps://t.co/zyNL7QxESApic.twitter.com/3jM7E3EPqk
Yair Hezroni, the police's central district chief, can be heard saying in the video that ""you can see the area just behind us: a crater was formed here, several dozen metres (yards) wide and several dozen metres deep"".
Meanwhile, authorities have also launched a full-scale investigation into the breach of Israel's air defence and the missile's impact site near one of the country's most sensitive zones.
The Houthi missile hit just 75 meters from Terminal 3 at Ben Gurion Airport, narrowly avoiding a direct strike that could have triggered a full-scale war.This needs a powerful response.pic.twitter.com/ySGvEmnshN
Israel has an elaborate system of air defences to counter missiles and drones. Known as Iron Dome, the system is designed to intercept short-range rockets, as well as shells and mortars, at ranges of between 4km and 70km from the missile launcher.
Following the missile strike, Israeli Defence Minister Israel Katz issued a stark warning: ""Whoever harms us, we will strike them sevenfold.""
So far, Israel has refrained from launching retaliatory strikes on Yemen despite a series of Houthi attacks, as the United States leads a broader military campaign against the Iran-backed group.
Houthi leaders hailed the attack as a demonstration of their long-range strike capability.
Senior Houthi official Mohammed al-Bukhaiti told Al-Araby TV that his group has ""no red lines"" in its confrontation with Israel and emphasised their ability to hit sensitive Israeli targets, The Times of Israel reported.
Additionally, Houthi media chief Nasser al-Din Omar issued a warning to international airlines against flying to or from Israel, claiming such operations jeopardised aircraft safety.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:31,Positive
https://www.ndtv.com/world-news/israels-sevenfold-response-warning-after-houthi-missile-hits-biggest-israeli-airport-8327369#pfrom=home-ndtvworld_world_top_scroll,"Israel's ""Sevenfold Response"" Warning After Houthi Missile Hits Biggest Israeli Airport","Sun, 04 May 2025 15:51:18 +0530","At least eight people were wounded after a ballistic missile launched from Yemen struck near Israel's Ben Gurion Airport on Sunday, following which the Benjamin Netanyahu-led government announced a ""sevenfold retaliation"". Iran-backed Houthi rebels have claimed responsibility for the attack, saying it demonstrated their ability to strike sensitive targets in Israel.
The missile struck near Israel's biggest airport after multiple interception attempts by the Israel Defence Forces (IDF) failed, prompting a temporary halt in all takeoffs and landings at the country's main international airport. Around an hour after the strike, the Israel Airport Authority said the airspace was reopened and flight operations resumed.
Local media said though a direct hit on terminal infrastructure was averted, the missile impacted a grove adjacent to an access road within the airport's perimeter.
Following the strike, Israel's Defence Minister, Israel Katz, in a terse statement, said, ""Whoever harms us, we will strike them sevenfold.""
So far, Israel has refrained from launching retaliatory strikes on Yemen despite a series of Houthi attacks, as the United States leads a broader military campaign against the Iran-backed group.
Meanwhile, Mohammed al-Bukhaiti, a senior official in Yemen's Houthi rebel movement, told the Qatari Al-Araby TV channel that the attack demonstrated their ability to strike sensitive targets in Israel and that the Iran-backed group has ""no red lines"" in its fight against Israel.
Nasser al-Din Omar, media head for the Houthis, also reportedly warned the airlines against operations in Israel, saying it endangers the safety of their aircraft.
Palestinian group Hamas also praised the 'precision' strike by Yemen's Huthis on the Israeli airport.
Israel Probing Incident
The Israeli Air Force's aerial defence units are now probing the reasons behind the unsuccessful interceptions of the missile fired by Houthis that breached Israel's air defence near one of the country's most sensitive zones.
Magen David Adom (MDA), Israel's national emergency service, reported that eight people were injured in the attack.
The Iran-backed Huthi rebels, who control swathes of Yemen, have launched missiles and drones targeting Israel and Red Sea shipping throughout the Gaza war, saying they are acting in solidarity with Palestinians. On Saturday, the Huthis claimed a third missile attack on Israel in two days.
The vast majority of missiles fired by the Huthis since the start of the Gaza war in 2023 have been intercepted by Israeli air defences. The Yemeni rebels had paused their attacks during a recent two-month ceasefire in the Gaza war.
But in March, they threatened to resume attacks on international shipping over Israel's aid blockade on the Gaza Strip.
The move triggered a response from the US military, which began hammering the rebels with near-daily air strikes starting March 15 in a bid to keep them from threatening shipping in the Red Sea and Gulf of Aden. US strikes on the rebels began under former president Joe Biden, but intensified under his successor Donald Trump. Since March, the United States says it has struck more than 1,000 targets in Yemen.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:32,Positive
https://www.ndtv.com/world-news/india-pakistan-nuclear-muhammad-khalid-jamali-pakistan-diplomats-nuclear-warning-to-india-amid-tensions-over-j-k-attack-8325372#pfrom=home-ndtvworld_world_top_scroll,"""Will Use Full Spectrum Of Power"": Pakistan's ""Nuclear"" Warning To India","Sun, 04 May 2025 10:20:39 +0530","Pakistan's ambassador to Russia has warned that Islamabad could resort to its full military arsenal, including nuclear weapons, if it is attacked by India or if New Delhi disrupts Pakistan's water supply.
Speaking in an interview with Russian broadcaster RT on Saturday, Muhammad Khalid Jamali, Pakistan's top diplomat in Moscow, said Islamabad has credible intelligence suggesting that India is planning military strikes on Pakistani territory. ""There are some other leaked documents whereby it has been decided to strike certain areas of Pakistan,"" Mr Jamali said. ""So that makes us feel that this is going to happen and it's imminent.""
The comments represent one of the most explicit threats of nuclear retaliation made by a senior Pakistani official against India in recent years. ""We in Pakistan will use the full spectrum of power, both conventional and nuclear,"" he said.
❗️NUCLEAR warning from Pakistan to IndiaDiplomat says Islamabad could use NUKES in case of war with New Delhi‘Pakistan will use full spectrum of power, BOTH conventional and nuclear' — ambassador to Russia tells RThttps://t.co/iTQWdWRQlZpic.twitter.com/LcQXKbIjD0
Mr Jamali's warning follows the April 22 terror attack in Jammu and Kashmir's Pahalgam, in which 26 people, mostly tourists, were killed. The incident has heightened tensions between the two nuclear-armed neighbours. India has accused Pakistan of harbouring and extending support to terror groups who orchestrated the attack, although Islamabad has denied involvement.
In retaliatory measures, India suspended the Indus Waters Treaty (IWT), a 1960 agreement brokered by the World Bank that governs the distribution of the Indus River and its tributaries between the two countries. This treaty had endured through multiple wars between India and Pakistan and was long viewed as a rare stabilising arrangement in a tense bilateral relationship.
Mr Jamali termed India's suspension of the treaty as an act of war.
""Any attempt to usurp the water of the lower riparian, or to stop it, or to divert it would be an act of war against Pakistan and would be responded to with full force of power, including full spectrum of power,"" he said.
The warning follows Pakistan's Defence Minister Khawaja Asif remark on Friday during an interview with Geo News, declaring that Islamabad would target any infrastructure India builds on the Indus River in violation of the treaty. ""Certainly, if they attempt to build any kind of structure, we will strike it,"" Mr Asif said. ""Aggression is not just about firing cannons or bullets; it has many faces. One of those faces is [blocking or diverting water], which could lead to deaths due to hunger and thirst,"" he added.
Amid talks of nuclear action, Pakistan's military conducted a test launch of the Abdali surface-to-surface missile on Saturday. The weapon has a range of 450 kilometres and is capable of carrying both conventional and nuclear payloads. According to a statement from the Pakistani army, the launch was intended to ensure ""operational readiness"".
The Indian government sees the test as a grave provocation, said sources. There has been no official statement from the Ministry of External Affairs on the test.
On Saturday, India imposed a ban on imports of goods originating in or transiting through Pakistan, and it prohibited Pakistani ships from entering Indian ports. This move was accompanied by instructions to Indian carriers not to call at Pakistani ports. Pakistan reciprocated within hours, announcing its own restrictions on Indian vessels.
The Directorate General of Shipping also issued a directive prohibiting maritime commerce between the two nations. The ban extends to all Pakistani goods, including those routed through third countries. Bilateral trade has been virtually frozen since 2019, when India imposed a 200 per cent tariff following the Pulwama attack.
Other measures announced in recent days include the suspension of postal exchanges, including parcels and letters sent via air or surface transport, and the closure of the Attari-Wagah land border crossing.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:33,Positive
https://www.ndtv.com/world-news/uk-to-share-kohinoor-to-india-what-indian-origin-british-minister-lisa-nandy-said-8326301#pfrom=home-ndtvworld_world_top_scroll,UK To Share Kohinoor With India? What Indian-Origin British Minister Said,"Sun, 04 May 2025 14:55:15 +0530","The United Kingdom is in talks with India to ensure shared access and benefit from historical artefacts like the Kohinoor diamond, said Lisa Nandy, Britain's Secretary of State for Culture, Media and Sport. The massive 105.6 carat stone--one of the largest cut diamonds in the world-- was held by rulers in India before landing in the hands of the East India Company from Maharaja Ranjit Singh's treasury and then being presented to Queen Victoria following the annexation of Punjab. It remains a symbol of British colonial loot and imperialism.
""We've been talking between the UK and India for quite some time about the way that we think we can collaborate much more closely together to make sure that people both in the UK and in India can benefit from and have access to many of the cultural artefacts that stem back to the very different era. This is something that I've discussed with my counterpart,"" Ms Nandy, who is in New Delhi on an official visit, told news agency ANI.
#WATCH| Delhi | On any communication between India & UK on 'Kohinoor', UK Secretary of State for Culture, Media and Sport, Lisa Nandy says,"" We've been talking between the UK and India for quite some time about the way that we think we can collaborate much more closely together…pic.twitter.com/Gn0ZPAjRBX
Stressing that the UK's relationship with India is ""very long"" and ""very deep"", she confirmed that her trip also marked the signing of a new cultural cooperation agreement between both nations.
""Across the creative industries, the UK and India really excel, whether it's film, fashion, TV, music, gaming. We're really good at these things, and we export many of those products to the world, but we know that through cooperation, we can do more and we can achieve more together. Our Science museums group has been working with the National Museum Science Museums group here to get joint collaborations, joint exhibitions, tour different objects, make sure that people in India and the UK can really benefit from that. We think that's the model for how we can cooperate much more closely across all the other creative industries as well,"" she said.
The British minister also met Foreign Minister S Jaishankar during her India visit. Talking about her meeting, she said, ""We were very pleased to have a bilateral meeting to discuss how we can cooperate much more closely.""
""Prime Minister Modi has signalled his personal commitment to taking what is already a huge Indian success story through film, fashion, and their wider creative industries and really putting rocket boosters under them for the coming years. Our Prime Minister, Sir Keir Starmer, very much agrees with him. That is exactly what the UK government is trying to do, and we have a lot of ambition for what India and the UK can achieve together,' she added.
She also condoled the terror attack in Jammu and Kashmir's Pahalgam and said the United Kingdom stands with the people of India against terrorism.
""Our Prime Minister Sir Keir Starmer, was very pleased to be able to send his condolences directly to Prime Minister Modi and to send our condolences to the families of the victims of these appalling attacks. The UK stands with India against terrorism, always in whatever form. We know the Indian nation is hurting because of those attacks, and our relationship with India is very long and very deep,"" Ms Nandy said
"" When you're hurting, we're hurting, and I was pleased to be able to join in that minute's silence to show our respect and our support for India's fight against terrorism,"" she added.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:34,Positive
https://www.ndtv.com/world-news/temu-trump-atomic-power-promise-5-key-takeaways-from-australia-elections-8325610#pfrom=home-ndtvworld_world_top_scroll,"'Temu Trump', Atomic Power Promise: 5 Key Takeaways From Australia Elections","Sun, 04 May 2025 10:36:21 +0530","Australia's left-leaning Prime Minister Anthony Albanese has won re-election in a landslide, defying the so-called ""incumbency curse"" that has haunted governing parties around the globe.
His Labor Party dealt a crushing defeat to its conservative opposition, which was thrown into further disarray when leader Peter Dutton lost a seat he has held for 24 years.
Here are five takeaways from Saturday's vote.
US President Donald Trump's trade tariffs, and the chaos they unleashed, may not have been the biggest factor in the Labor Party victory -- but they helped.
Dutton vowed to slash the civil service, clamp down on immigration, and said he would not stand before an Aboriginal flag.
The harshest critics likened Dutton's offering to that of a ""Temu Trump"", an unflattering reference to the popular website offering cut-price unbranded goods.
""If we want to understand why a good chunk of the electorate has changed across the election campaign over the last couple of months, I think that's the biggest thing,"" said Henry Maher, a politics lecturer at the University of Sydney.
From South Africa to the United States, voters have in recent times turfed out a string of established governments in a global backlash dubbed the ""incumbency curse"".
With inflation biting, and populist parties seemingly on the rise elsewhere, many wondered whether Albanese's government would meet a similar fate.
Instead, Australians rewarded his steady-as-she-goes leadership style, choosing political stability in a time of global upheaval.
Dutton's US$200 billion promise to introduce atomic power to Australia for the first time has imploded.
The opposition leader was hounded on the campaign trail for not visiting any of the seven sites where he proposed to build industrial-scale nuclear reactors.
His nuclear dream included ramping up gas production, slowing the rollout of solar and wind projects, and ditching the clean energy goals set by Albanese's centre-left government.
""This was an energy referendum. Nuclear bombed at the ballot with Australians dubbing it toxic,"" said Amanda McKenzie, chief executive of clean energy advocate the Climate Council.
Dutton's Liberal-National coalition crashed to one of its worst-ever defeats, losing a string of seats once considered conservative strongholds.
With Dutton turfed from his own seat of Dickson -- an electorate he has held for 24 years -- the coalition will lick its wounds with no leader in place.
Notably, Dutton's opposition failed to win back a string of seats claimed by the so-called ""teal"" movement in 2022.
The teals -- a loose-knit group of political novices pushing for climate action -- held on to their inner-city seats despite a targeted conservative campaign.
Most opinion polls picked the winner -- but few hinted at the scale of the Labor landslide.
""This was beyond even our most optimistic expectations. It was a history-making night. It was one for the ages,"" Treasurer Jim Chalmers said Sunday.
Most polls pointed towards a Labor government -- but were split on whether Albanese would command a slim majority, or cobble together a coalition.
Instead, Labor is on course to win at least 82 seats in the 150-member parliament, partial results showed, easily ahead of the 76 needed for majority rule.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:34,Positive
https://www.ndtv.com/world-news/lawrence-wongs-party-secures-landslide-victory-in-singapore-general-election-8323453#pfrom=home-ndtvworld_world_top_scroll,Lawrence Wong's Party Secures Landslide Victory In Singapore General Election,"Sun, 04 May 2025 00:57:33 +0530","Lawrence Wong, 52, was sworn-in last May as the new prime minister in 20 years.
Prime Minister Lawrence Wong's People's Action Party (PAP) won the Singapore General Election Saturday by a landslide, securing 87 of the 97 parliamentary seats, local media reported.
Mr Wong and the PAP had sought a new mandate from the general election in the midst of uncertainties to the global economy caused by the US trade tariffs.
The PAP, Singapore's oldest and largest political party, has ruled the city-state ever since independence in 1965.
About 2.6 million Singaporeans were eligible to vote on Saturday for 92 contested seats as the PAP's Group Representation Constituency for Marine Parade-Braddell Heights had a walkover on nomination day on April 23.
This was Mr Wong's first election as prime minister of the global-business focused Singapore which now faces navigating through strong headwinds caused by tariffs imposed by US President Donald Trump.
Speaking after the result for Marsiling-Yew Tee Group Representation Constituency (GRC) was announced, Wong said the election was his first and a “humbling experience”. He pledged to work hard for the voters.
“We are grateful for your strong mandate and… will honour the trust that you have given to us by working even harder for all of you,” said the 52-year-old premier.
The Elections Department (ELD) said Singaporeans cast their votes for 92 out of 97 parliamentary seats at 1,240 polling stations island-wide to decide the future politics of Singapore.
This was Singapore's 19th election since the first general election in 1948 and 14th since its Independence in 1965.
Mr Wong, 52, was sworn-in last May as the new prime minister in 20 years after Lee Hsien Loong stepped down after almost two decades.
There was vociferous campaigning by opposition political parties, raising issues related to high cost of living and housing as well as increasing presence of foreigners in almost all sectors of the economy in the manpower-short Singapore.
Top PAP leaders were seen balancing their election schedules during the last nine days of campaigning since nominations closed on April 23 along with negotiating tariffs imposed by Singapore's largest trading partner US.
Singapore's Deputy Prime Minister and Trade and Industry Minister Gan Kim Yong had been negotiating with his US counterparts on a 10 per cent tariff imposed on imports from Singapore.
The PAP fielded candidates in all 92 constituencies, while its main rival, the Workers' Party (WP), contested 26 seats in eight constituencies.
The Progress Singapore Party (PSP) fielded 13 candidates across six constituencies. Other parties in the fray included the Singapore People's Party (SPP), Singapore Democratic Party (SDP), People's Power Party (PPP), People's Alliance for Reform (PAR), Red Dot United (RDU), National Solidarity Party (NSP), Singapore United Party (SUP), and Singapore Democratic Alliance (SDA).
Prime Minister Wong had urged Singaporeans to vote responsibly as the global economies are going through unprecedented challenges and led to uncertainties.
The finance-trade-export focused city state sits in the middle of US-China trade war, having historical bilateral economic and diplomatic relations with both the giant markets, diplomatic sources said.
Manufacturing activity in Singapore fell into recession territory in April 2025 as tariffs announced by US President Donald Trump triggered a wave of export-order deferments and cancellations.
The purchasing managers' index (PMI), a barometer of the manufacturing sector's health, fell to 49.6 points in April, down one point from 50.6 in March; readings above 50 indicate growth while those below point to contraction.
“The contraction in Singapore's factory activity snaps 19 straight months of expansion,” reported The Straits Times, citing a Singapore Institute of Purchasing and Materials Management (SIPMM) report on Friday.
Meanwhile, the PAP had a walkover in one constituency of five members of parliament at the close of nomination day on April 23.
The PAP's share of the popular vote slipped to a near-record low of 61 per cent in 2020 elections, down from nearly 70 per cent in 2015 and although it kept 83 out of 93 parliamentary seats, the opposition gained ground with a record 10 seats. PTI GS OZ SCY NPK GSP GSP
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:39,Positive
https://www.ndtv.com/world-news/white-houses-lo-fi-maga-video-goes-viral-highlights-first-100-days-of-donald-trump-2-0-8325352#pfrom=home-ndtvworld_world_top_scroll,"White House's Lo-Fi MAGA Video Goes Viral, Highlights First 100 Days Of Trump 2.0","Sun, 04 May 2025 10:31:20 +0530","The White House on Friday launched a ""lo-fi"" music video as part of its effort to spotlight President Donald Trump's first 100 days back in office. The video, titled ""Lo-fi MAGA Video to Relax/Study To,"" was streamed live across the Trump administration's official YouTube and X channels.
Lo-Fi MAGA Video to Relax/Study To ????????Have a great weekend!https://t.co/IrKPU2i4i7
The video features calming, low-fidelity beats commonly used for background study or work music. Accompanying the audio was an animation of Trump at the Resolute Desk signing documents, alongside a continuous scroll of text highlighting key campaign promises and actions labelled ""Promises made, promises kept.""
The text scroll listed several of the administration's recent actions, including executive orders aimed at eliminating diversity, equity and inclusion (DEI) programs in the military and policies targeting birthright citizenship for children of undocumented immigrants.
According to a White House official the 15-minute clip will loop throughout the weekend across digital platforms to explore ""innovative ways to distribute fact sheets and other information.""
The video wraps up a week-long campaign by the White House to spotlight what it says are Trump's key achievements in the first 100 days of his second term. Among the highlights were a newly launched ""White House Wire"" section on the official website modelled after the conservative Drudge Report, a round of ""new media"" briefings led by press secretary Karoline Leavitt, and over 100 interviews granted to conservative influencers and podcasters.
This media push came during a rough week for the administration, marked by the ouster of National Security Adviser Mike Waltz following the ""Signalgate"" scandal, as perUS media.
The controversy erupted when Waltz took full responsibility for inadvertently adding journalist Jeffrey Goldberg to aSignal group chatdiscussing classified military operations in Yemen.
In his first 100 days of his second term, Donald Trump took swift and controversial actions.
He declared a national emergency at the southern border, deployed troops, ended birthright citizenship for undocumented immigrants, and signed the Laken Riley Act to crack down on undocumented crime.
He issued executive orders to dismantle DEI programmes, withdraw from the World Health Organization, and declassify JFK assassination files. Trump also reintroduced tariffs on China, Canada, and Mexico, leading to trade tensions, and cut funding to the US cybersecurity agency (CISA).
He pardoned over 1,500 people tied to the January 6 Capitol attack and Ross Ulbricht, the Silk Road founder. He appointed Elon Musk to lead a new Department of Government Efficiency (DOGE) and rolled back federal regulations.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:40,Positive
https://www.ndtv.com/world-news/tourist-in-philippines-zoo-attacked-by-crocodile-after-mistaking-it-for-a-statue-8325708#pfrom=home-ndtvworld_world_featured_articles,Tourist Attacked By Crocodile At Philippines Zoo After Mistaking It For A Statue,"Sun, 04 May 2025 11:10:01 +0530","A disturbing incident unfolded at a zoo in Zamboanga Sibugay, Philippines, when a 29-year-old tourist recklessly climbed into a crocodile enclosure to take selfies, mistaking the predator for a statue,Peoplereported.Footage captured by a bystandershows the man scaling a chain-link fence and entering the water, smiling and posing for photos. However, the situation quickly turned deadly.
A fully-grown female crocodile, named Lalay, charged towards the man, sinking her fangs deep into his arm. Horrified onlookers screamed as the crocodile clamped her jaws around his arm, and then grabbed his thigh, attempting a deadly death roll to tear him apart.
The gruesome attack lasted for 30 minutes, with the tourist trapped in the enclosure. Lalay's handler eventually intervened, using a piece of cement to bash the crocodile on the head, causing her to loosen her grip and freeing the victim. Medics quickly wrapped the visitor's arm and thigh with cloth to control the bleeding before rushing him to the hospital for further treatment. He received more than 50 stitches.
Police officers told local media that the man had climbed into the enclosure because he thought the crocodile was fake.
""The tourist was walking around the area, then he saw the crocodile, which he thought was just a plastic fixture. He climbed the fence and entered the enclosure, and the crocodile attacked him. This kind of behaviour is very dangerous. Nobody should ever enter an animal's enclosure at the zoo. He put other people's lives at risk, and he is very lucky to have survived,"" Police Staff Sergeant Joel Sajolga of the Siay Municipal Police told multiple outlets, per TheDaily Mail.
An investigation into the incident is still ongoing.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:43,Negative
https://www.ndtv.com/world-news/on-camera-us-woman-fights-family-of-man-who-killed-her-14-year-old-son-8311098#pfrom=home-ndtvworld_world_featured_articles,"Video: Courtroom Clash Between Killer's Family, 14-Year-Old Victim's Mother","Sun, 04 May 2025 10:46:04 +0530","A Kansas mother of a 14-year-old boy, who was murdered, got into a fistfight with the family of her son's killer in court during a recenthearing.
The devastated mother, Jeanette Dees, and the relatives of convicted murderer Te'Bryis Robinson, 19, got into an altercation inside the Sedgwick County Courthouse on April 8, KWCH reported.
The altercation started after Ms Dee urged the judge to impose the ""maximum possible sentence"" on her son's killer during her court appearance.
She also insulted Robison and his friends and family present in the courtroom.
The mother's remarks before the sentencing created an uproar in the courtroom, resulting in insults exchanged before the first blow was delivered.
A member of Ms Dees' family was seen getting up from his seat and punching one of Robinson's relatives in the face.
This led to a brawl between the two families in the centre of the courtroom.
The District Attorney's office charged Ms Dees with one count of disorderly conduct and a $500 fine, the Sedgwick County Sheriff's Office confirmed.
Others who have been charged with disorderly conduct were Trerntasia Hutton, Derrick Parker, Trentavies Hutton, Trentez Hutton, and a 16-year-old boy.
Before the sentence was delivered, several people were expelled from the courtroom. The judge sentenced Robinson to 21 years and three months in jail for the murder of TrenJ'vious ""Tubby"" Hutton.
In another incident from February, the uncle and stepfather of the accused assaulted a New Mexico murder suspect, Alexander Ortiz, 21, in court.
Ortiz was arrested by Albuquerque police for shooting Alianna Farfan, his ex-girlfriend.
Courtroom video footage showed a man jumping over the barricade separating the public in the courtroom and charging at Ortiz as he tried to escape. Another man followed a few moments later.
A frenzied altercation broke out, with Carlos Lucero, Pete Ysasi, Ortiz, Ortiz's father, a correctional officer, and an anonymous sixth man all grappling on the ground.
Lucero and Ysasi were seen punching a man wearing pants and a dark long-sleeved shirt while the prison guard tried to protect Ortiz.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:44,Positive
